Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9      ND10      ND11      ND12      ND13      ND14      ND15      Egz.
Vardas239           Pavarde239          3         6         4         10        7         7         3         1         1         10        1         6         5         8         6         6         
Vardas240           Pavarde240          10        8         5         8         3         3         7         4         4         6         8         9         7         3         8         9         
Vardas241           Pavarde241          9         2         10        3         1         1         7         6         5         1         2         3         3         5         2         5         
Vardas242           Pavarde242          6         8         9         8         6         8         1         1         3         5         2         3         10        8         3         9         
Vardas243           Pavarde243          3         5         7         7         6         1         4         4         1         8         3         9         7         4         10        5         
Vardas244           Pavarde244          6         6         7         6         8         6         10        9         3         10        3         6         1         8         4         9         
Vardas245           Pavarde245          3         9         10        7         2         7         3         10        4         10        7         7         9         7         1         1         
Vardas246           Pavarde246          4         5         3         3         2         4         8         9         2         6         6         10        6         2         2         7         
Vardas247           Pavarde247          10        5         10        3         10        6         3         10        3         1         9         10        4         1         4         3         
Vardas248           Pavarde248          10        2         3         3         7         5         8         1         5         3         6         9         6         3         2         9         
Vardas249           Pavarde249          7         7         2         2         1         3         8         10        8         8         4         4         6         2         4         6         
Vardas250           Pavarde250          10        3         6         6         7         2         3         10        5         6         3         10        1         4         4         6         
Vardas251           Pavarde251          8         1         6         7         8         2         3         6         2         8         8         2         6         3         6         7         
Vardas252           Pavarde252          7         1         2         2         9         4         9         7         6         9         4         3         10        4         9         9         
Vardas253           Pavarde253          5         2         7         8         9         4         10        6         1         1         2         4         9         9         4         8         
Vardas254           Pavarde254          4         6         6         6         5         3         2         8         3         5         2         3         5         9         9         9         
Vardas255           Pavarde255          6         2         7         8         1         5         1         1         10        8         10        5         6         1         10        6         
Vardas256           Pavarde256          7         7         6         3         6         6         4         10        4         4         1         6         4         2         6         1         
Vardas257           Pavarde257          6         7         1         8         2         4         6         3         4         10        8         6         4         10        3         4         
Vardas258           Pavarde258          6         10        8         7         9         3         9         9         1         6         9         5         10        9         9         4         
Vardas259           Pavarde259          5         10        6         7         8         4         4         1         8         5         2         8         1         3         2         9         
Vardas260           Pavarde260          6         9         2         8         4         8         3         5         1         9         8         5         1         5         8         2         
Vardas261           Pavarde261          8         3         3         8         1         8         10        1         4         1         2         4         8         2         6         5         
Vardas262           Pavarde262          5         5         10        4         1         1         4         4         5         9         8         4         3         9         4         5         
Vardas263           Pavarde263          9         4         10        5         2         2         5         8         2         8         7         4         3         8         1         2         
Vardas264           Pavarde264          7         4         3         2         1         8         5         10        5         10        9         4         5         7         5         6         
Vardas265           Pavarde265          1         3         9         2         10        6         4         10        10        10        7         6         3         1         6         3         
Vardas266           Pavarde266          4         10        8         9         4         6         3         8         6         7         3         5         7         8         1         6         
Vardas267           Pavarde267          1         4         5         2         7         5         2         5         3         7         10        9         5         3         7         9         
Vardas268           Pavarde268          2         4         3         6         3         1         4         5         2         10        5         10        8         8         1         7         
Vardas269           Pavarde269          5         5         1         9         4         1         9         7         2         6         9         5         1         8         7         8         
Vardas270           Pavarde270          9         4         8         4         7         10        5         7         8         8         8         10        6         3         4         10        
Vardas271           Pavarde271          4         8         7         8         2         4         2         2         5         3         8         3         9         5         3         2         
Vardas272           Pavarde272          1         8         6         6         9         2         6         7         10        4         7         6         5         4         4         5         
Vardas273           Pavarde273          1         7         3         7         1         1         1         4         3         3         8         7         6         10        10        8         
Vardas274           Pavarde274          7         1         10        6         9         3         8         4         4         7         8         4         3         1         3         4         
Vardas275           Pavarde275          5         8         5         4         4         1         8         10        5         7         6         9         9         1         2         6         
Vardas276           Pavarde276          8         2         8         6         3         1         8         1         10        7         1         2         3         9         1         10        
Vardas277           Pavarde277          6         9         6         8         4         4         10        2         5         7         3         3         2         6         6         10        
Vardas278           Pavarde278          2         7         3         2         6         1         10        7         6         1         7         6         1         8         9         1         
Vardas279           Pavarde279          6         10        1         1         6         10        8         10        8         7         9         8         2         9         6         4         
Vardas280           Pavarde280          5         3         5         8         1         10        10        6         6         6         9         8         2         2         1         10        
Vardas281           Pavarde281          5         7         1         8         9         6         4         5         7         6         9         6         9         6         9         4         
Vardas282           Pavarde282          10        8         10        10        9         4         6         6         7         1         9         9         8         4         9         2         
Vardas283           Pavarde283          8         9         3         6         4         2         7         7         7         10        8         6         1         1         10        8         
Vardas284           Pavarde284          6         10        5         10        4         3         6         2         4         3         4         1         9         5         3         6         
Vardas285           Pavarde285          6         6         8         2         1         10        6         4         10        4         1         5         6         6         6         3         
Vardas286           Pavarde286          2         7         9         3         1         2         4         8         7         10        8         9         6         5         10        2         
Vardas287           Pavarde287          5         8         7         9         8         10        5         1         2         10        4         5         9         4         7         6         
Vardas288           Pavarde288          10        9         4         9         7         9         10        9         8         3         9         1         8         6         5         9         
Vardas289           Pavarde289          5         5         7         9         3         2         5         6         2         7         2         9         2         2         7         5         
Vardas290           Pavarde290          2         1         1         1         5         5         9         3         9         5         3         6         1         3         2         1         
Vardas291           Pavarde291          10        6         7         8         7         2         9         10        7         6         4         8         7         2         7         2         
Vardas292           Pavarde292          2         9         8         3         5         7         1         9         2         10        1         4         6         3         3         9         
Vardas293           Pavarde293          3         5         7         4         8         4         3         2         1         4         7         9         10        5         3         10        
Vardas294           Pavarde294          2         4         9         6         9         9         7         7         9         5         2         9         4         2         2         8         
Vardas295           Pavarde295          10        8         3         6         6         10        9         6         7         1         1         1         5         9         3         10        
Vardas296           Pavarde296          2         9         6         8         6         1         10        10        5         4         2         1         10        7         2         2         
Vardas297           Pavarde297          4         1         5         6         1         10        5         2         5         10        9         5         4         4         4         8         
Vardas298           Pavarde298          5         10        5         8         9         1         4         2         6         1         9         7         2         6         6         5         
Vardas299           Pavarde299          2         2         9         9         3         9         8         5         10        2         9         4         8         5         6         9         
Vardas300           Pavarde300          2         1         8         1         4         3         7         8         9         6         2         1         7         7         9         1         
Vardas301           Pavarde301          2         10        4         8         2         10        9         1         8         7         1         2         2         3         9         9         
Vardas302           Pavarde302          2         5         5         2         1         3         5         7         5         3         5         9         5         8         6         6         
Vardas303           Pavarde303          10        1         1         10        8         2         8         7         1         2         9         4         7         6         7         1         
Vardas304           Pavarde304          3         9         1         1         5         4         6         6         9         8         6         3         3         2         3         10        
Vardas305           Pavarde305          4         1         7         3         2         10        4         7         9         6         4         7         4         4         5         7         
Vardas306           Pavarde306          1         5         8         7         1         1         5         7         5         5         10        5         9         8         1         10        
Vardas307           Pavarde307          3         8         7         8         9         10        3         5         6         3         8         9         9         8         4         6         
Vardas308           Pavarde308          5         6         3         1         8         4         8         5         1         2         1         9         1         8         3         5         
Vardas309           Pavarde309          3         9         5         9         9         2         10        9         8         7         8         5         7         10        1         1         
Vardas310           Pavarde310          8         7         5         8         3         4         5         10        9         8         4         10        7         6         4         2         
Vardas311           Pavarde311          5         6         4         2         9         7         5         10        4         3         2         1         6         9         1         6         
Vardas312           Pavarde312          1         2         1         7         6         8         9         1         8         6         2         10        1         9         2         2         
Vardas313           Pavarde313          4         4         8         5         1         10        3         7         8         4         4         9         10        5         6         5         
Vardas314           Pavarde314          10        9         3         9         9         10        10        8         8         4         1         3         9         7         2         9         
Vardas315           Pavarde315          3         2         8         10        3         4         9         2         3         10        7         5         10        3         8         10        
Vardas316           Pavarde316          9         2         6         10        1         1         7         6         3         6         6         7         5         10        1         8         
Vardas317           Pavarde317          1         9         6         10        2         9         5         6         2         6         3         6         4         1         1         9         
Vardas318           Pavarde318          2         10        10        3         4         10        10        7         1         4         7         9         9         3         10        10        
Vardas319           Pavarde319          3         7         6         9         8         2         6         6         3         10        3         9         2         3         1         8         
Vardas320           Pavarde320          9         8         5         4         6         4         6         4         2         10        4         9         3         3         1         1         
Vardas321           Pavarde321          1         1         6         3         3         8         9         6         3         7         7         6         6         8         8         5         
Vardas322           Pavarde322          3         10        3         2         8         10        5         4         7         9         2         2         3         4         7         1         
Vardas323           Pavarde323          9         1         8         6         4         8         2         3         7         2         1         8         5         7         6         9         
Vardas324           Pavarde324          8         10        6         8         8         4         6         6         6         1         10        4         2         10        6         5         
Vardas325           Pavarde325          5         8         2         4         10        10        2         8         2         1         4         8         4         5         8         1         
Vardas326           Pavarde326          3         6         2         6         10        5         3         5         4         4         5         5         6         10        5         5         
Vardas327           Pavarde327          8         5         4         4         2         6         5         2         3         8         4         10        3         4         3         6         
Vardas328           Pavarde328          10        2         4         4         4         9         6         8         5         1         5         8         5         1         10        5         
Vardas329           Pavarde329          6         4         6         2         8         6         1         6         9         7         8         7         6         5         6         8         
Vardas330           Pavarde330          2         8         10        10        4         2         7         5         10        8         5         1         10        8         8         8         
Vardas331           Pavarde331          4         6         1         3         9         6         7         7         2         6         8         1         6         9         1         9         
Vardas332           Pavarde332          9         2         6         10        3         6         9         3         3         4         7         2         6         7         1         9         
Vardas333           Pavarde333          2         5         5         3         2         10        6         3         9         2         9         10        7         10        3         10        
Vardas334           Pavarde334          6         8         8         10        3         2         8         1         1         7         9         5         10        6         8         1         
Vardas335           Pavarde335          10        10        2         1         3         9         7         2         2         8         3         9         7         5         6         10        
Vardas336           Pavarde336          9         9         1         9         3         2         2         8         10        6         3         1         5         8         8         4         
Vardas337           Pavarde337          1         7         4         5         1         7         3         5         5         7         3         8         10        3         10        8         
Vardas338           Pavarde338          6         1         8         1         8         2         1         6         7         3         1         4         8         5         9         7         
Vardas339           Pavarde339          5         5         4         1         10        10        7         2         7         5         10        3         3         9         2         9         
Vardas340           Pavarde340          7         5         1         9         8         7         5         7         2         4         5         4         8         10        10        4         
Vardas341           Pavarde341          2         3         8         9         10        4         8         1         5         7         7         10        6         1         2         10        
Vardas342           Pavarde342          5         7         1         7         4         2         7         1         4         9         5         10        4         4         2         3         
Vardas343           Pavarde343          7         6         1         8         5         7         1         4         2         7         2         7         2         6         6         7         
Vardas344           Pavarde344          7         7         4         8         4         4         3         9         8         6         2         9         8         6         10        1         
Vardas345           Pavarde345          4         1         6         10        3         3         7         1         2         5         10        7         8         5         9         1         
Vardas346           Pavarde346          5         5         2         1         8         9         7         9         4         9         1         10        1         2         5         7         
Vardas347           Pavarde347          10        3         5         3         2         6         7         1         8         3         1         5         1         1         5         10        
Vardas348           Pavarde348          2         5         7         6         9         4         5         7         4         9         5         1         10        10        5         3         
Vardas349           Pavarde349          5         5         3         5         6         8         6         8         2         7         1         8         3         3         3         10        
Vardas350           Pavarde350          10        1         2         9         8         8         5         1         9         2         1         5         9         10        5         6         
Vardas351           Pavarde351          7         8         1         6         3         6         10        9         7         7         10        4         10        8         10        10        
Vardas352           Pavarde352          8         10        1         7         1         6         10        3         9         5         5         10        7         8         8         1         
Vardas353           Pavarde353          2         1         9         2         7         8         1         6         10        10        9         10        8         3         3         4         
Vardas354           Pavarde354          2         7         2         1         3         6         4         6         2         8         2         1         4         1         7         1         
Vardas355           Pavarde355          7         7         7         5         7         9         10        7         10        9         5         5         1         8         8         1         
Vardas356           Pavarde356          4         10        7         5         5         2         9         9         7         4         2         3         10        5         3         3         
Vardas357           Pavarde357          1         8         7         4         10        2         7         7         2         6         9         4         6         5         5         4         
Vardas358           Pavarde358          4         7         3         5         6         2         4         7         8         7         9         10        1         8         10        4         
Vardas359           Pavarde359          6         6         4         1         10        1         6         7         1         10        8         7         3         6         7         3         
Vardas360           Pavarde360          10        3         8         2         6         1         1         1         5         9         5         9         5         1         5         10        
Vardas361           Pavarde361          4         9         9         4         2         8         3         5         8         4         10        6         10        3         1         9         
Vardas362           Pavarde362          8         7         4         10        9         8         9         10        9         5         5         8         4         2         10        6         
Vardas363           Pavarde363          7         1         9         1         6         5         10        9         5         9         8         4         5         7         6         6         
Vardas364           Pavarde364          7         1         5         1         2         3         5         6         3         8         3         5         10        1         1         2         
Vardas365           Pavarde365          2         7         4         4         3         7         5         7         6         10        5         7         3         3         3         3         
Vardas366           Pavarde366          4         8         2         3         4         1         2         2         10        10        8         9         5         8         6         6         
Vardas367           Pavarde367          1         1         6         9         1         4         3         6         5         3         3         7         7         8         10        9         
Vardas368           Pavarde368          8         1         3         5         9         1         4         9         3         10        7         8         9         2         7         1         
Vardas369           Pavarde369          5         9         6         8         5         9         7         6         2         1         2         6         5         3         6         2         
Vardas370           Pavarde370          9         8         8         4         7         9         5         1         6         3         9         9         6         5         10        7         
Vardas371           Pavarde371          10        1         3         1         6         5         3         1         7         2         9         2         7         6         8         9         
Vardas372           Pavarde372          6         8         4         8         3         7         1         4         5         9         2         5         10        1         1         2         
Vardas373           Pavarde373          8         1         10        1         9         3         10        10        3         3         4         5         4         3         4         3         
Vardas374           Pavarde374          1         2         3         9         3         6         4         1         4         8         6         3         8         7         10        8         
Vardas375           Pavarde375          7         5         2         5         3         9         5         10        9         3         3         7         6         5         8         8         
Vardas376           Pavarde376          10        3         1         2         7         3         3         1         4         4         7         1         8         9         9         9         
Vardas377           Pavarde377          2         1         3         3         5         3         6         7         10        1         5         4         6         8         7         9         
Vardas378           Pavarde378          5         6         1         3         9         5         3         2         10        10        6         9         10        8         1         7         
Vardas379           Pavarde379          5         10        5         3         1         9         1         8         10        10        10        10        2         7         2         9         
Vardas380           Pavarde380          2         2         10        7         2         3         1         7         10        2         5         6         7         3         2         4         
Vardas381           Pavarde381          8         10        10        7         4         1         3         9         6         6         4         8         10        1         1         7         
Vardas382           Pavarde382          4         2         8         7         5         3         8         3         6         5         10        1         2         8         8         5         
Vardas383           Pavarde383          7         9         9         10        5         8         5         3         3         3         6         1         9         6         6         4         
Vardas384           Pavarde384          8         6         6         5         6         1         1         6         10        6         10        2         2         10        8         5         
Vardas385           Pavarde385          9         8         9         7         2         3         3         4         3         4         10        9         1         2         4         5         
Vardas386           Pavarde386          1         6         3         9         4         3         9         10        6         1         6         8         5         9         10        6         
Vardas387           Pavarde387          3         4         2         8         5         6         2         10        3         1         1         5         8         5         3         3         
Vardas388           Pavarde388          6         5         9         3         8         6         9         9         1         7         9         3         10        8         4         10        
Vardas389           Pavarde389          8         1         6         10        2         4         2         1         8         9         7         6         5         1         10        6         
Vardas390           Pavarde390          7         2         6         2         4         6         10        4         10        1         10        4         7         6         4         9         
Vardas391           Pavarde391          1         10        2         10        10        8         7         6         8         9         9         2         5         10        9         2         
Vardas392           Pavarde392          1         4         10        4         9         4         7         3         10        8         1         3         2         1         2         2         
Vardas393           Pavarde393          9         3         3         4         2         8         3         10        10        3         6         10        5         8         9         3         
Vardas394           Pavarde394          1         1         8         7         5         9         3         9         4         10        1         4         4         1         5         7         
Vardas395           Pavarde395          7         1         5         7         6         2         5         10        1         4         4         10        6         1         9         6         
Vardas396           Pavarde396          1         6         10        8         6         2         1         3         2         3         3         8         3         4         5         7         
Vardas397           Pavarde397          4         6         9         5         7         4         7         2         2         10        10        2         1         1         3         7         
Vardas398           Pavarde398          1         6         3         6         3         5         9         3         4         6         4         6         7         9         6         4         
Vardas399           Pavarde399          2         6         6         3         10        10        2         10        5         7         6         3         5         8         6         8         
Vardas400           Pavarde400          10        6         6         9         1         4         9         3         5         5         6         1         7         5         3         2         
Vardas401           Pavarde401          1         1         3         6         4         4         5         3         8         4         3         2         9         7         7         1         
Vardas402           Pavarde402          7         2         9         6         8         2         3         6         1         7         10        5         10        7         3         10        
Vardas403           Pavarde403          1         7         4         8         4         10        7         8         2         1         10        7         2         6         9         5         
Vardas404           Pavarde404          6         7         9         8         2         10        10        5         6         9         3         9         6         4         9         7         
Vardas405           Pavarde405          2         1         7         10        9         6         2         3         6         9         1         2         10        6         9         8         
Vardas406           Pavarde406          10        4         4         7         7         7         1         3         3         7         5         4         9         8         2         8         
Vardas407           Pavarde407          5         3         7         10        3         5         7         8         2         1         1         3         7         4         10        1         
Vardas408           Pavarde408          8         7         10        9         9         6         10        4         2         2         7         8         2         5         3         1         
Vardas409           Pavarde409          9         6         3         3         7         6         7         7         9         2         9         4         4         5         1         9         
Vardas410           Pavarde410          8         6         3         9         10        4         9         1         1         9         10        6         10        5         6         7         
Vardas411           Pavarde411          6         2         4         5         1         5         6         6         7         9         7         10        5         5         6         7         
Vardas412           Pavarde412          6         5         10        8         7         2         3         6         7         9         9         2         2         9         6         3         
Vardas413           Pavarde413          9         3         3         8         6         6         1         1         4         10        2         6         9         2         9         3         
Vardas414           Pavarde414          10        10        8         10        1         8         9         9         6         8         8         6         10        4         5         8         
Vardas415           Pavarde415          4         3         5         2         4         2         5         9         9         6         7         2         3         1         8         9         
Vardas416           Pavarde416          2         10        8         9         1         10        9         10        10        5         3         5         7         4         9         9         
Vardas417           Pavarde417          8         1         2         9         4         5         1         5         7         6         2         8         4         4         5         5         
Vardas418           Pavarde418          7         10        1         10        8         2         8         9         7         9         4         10        10        7         8         9         
Vardas419           Pavarde419          2         4         6         6         3         7         1         10        7         1         3         2         5         8         7         3         
Vardas420           Pavarde420          9         9         7         9         8         6         2         7         10        5         3         3         10        9         8         9         
Vardas421           Pavarde421          5         9         8         8         8         3         2         9         8         1         4         9         9         3         10        3         
Vardas422           Pavarde422          4         2         4         1         3         1         8         3         4         8         2         8         7         10        9         4         
Vardas423           Pavarde423          1         8         7         9         2         6         8         8         2         10        8         9         5         9         6         7         
Vardas424           Pavarde424          2         4         8         4         9         3         8         2         10        1         8         7         2         9         3         3         
Vardas425           Pavarde425          7         3         2         5         9         10        1         2         9         4         3         10        7         9         7         4         
Vardas426           Pavarde426          2         9         9         10        8         5         7         2         3         9         3         3         7         8         10        9         
Vardas427           Pavarde427          8         8         3         4         3         9         1         8         1         4         9         4         8         3         6         1         
Vardas428           Pavarde428          2         7         2         10        6         3         7         3         3         9         8         5         6         3         7         10        
Vardas429           Pavarde429          10        3         5         6         8         4         4         9         9         6         5         9         8         3         6         2         
Vardas430           Pavarde430          8         2         4         3         6         6         4         7         7         8         7         4         4         9         2         3         
Vardas431           Pavarde431          5         6         8         9         7         1         5         2         4         6         9         7         1         6         9         3         
Vardas432           Pavarde432          9         4         2         10        6         10        4         1         4         7         9         7         1         6         4         2         
Vardas433           Pavarde433          10        8         4         2         2         3         8         7         2         10        2         1         10        8         7         8         
Vardas434           Pavarde434          8         4         7         8         2         6         9         7         6         3         3         1         10        8         7         2         
Vardas435           Pavarde435          7         3         8         3         3         9         4         6         4         5         7         9         3         10        2         7         
Vardas436           Pavarde436          3         4         8         8         7         7         1         7         4         4         2         10        10        5         3         4         
Vardas437           Pavarde437          3         7         2         7         3         2         6         9         7         8         4         5         9         8         4         2         
Vardas438           Pavarde438          7         7         7         1         4         2         8         9         10        9         4         9         9         4         8         3         
Vardas439           Pavarde439          1         4         4         10        5         5         7         7         7         10        6         6         5         9         6         1         
Vardas440           Pavarde440          9         8         10        8         4         7         3         3         10        5         8         2         2         9         4         3         
Vardas441           Pavarde441          7         5         8         7         1         1         7         1         1         9         9         10        2         1         9         10        
Vardas442           Pavarde442          10        9         3         9         9         5         8         3         2         2         3         4         5         1         6         9         
Vardas443           Pavarde443          8         9         3         5         1         5         7         4         7         2         9         9         8         4         5         3         
Vardas444           Pavarde444          5         5         7         9         10        7         8         1         2         4         2         9         7         4         8         4         
Vardas445           Pavarde445          5         8         2         10        6         6         1         10        10        6         1         4         1         9         8         6         
Vardas446           Pavarde446          2         8         3         10        1         6         8         6         5         7         5         3         9         8         4         3         
Vardas447           Pavarde447          8         8         5         5         3         10        7         6         5         2         9         8         6         4         8         8         
Vardas448           Pavarde448          8         4         4         7         5         2         1         6         2         8         4         6         6         10        6         5         
Vardas449           Pavarde449          5         6         3         10        9         1         6         4         1         2         9         9         4         1         9         8         
Vardas450           Pavarde450          6         2         5         10        6         2         1         8         10        2         5         1         2         5         5         4         
Vardas451           Pavarde451          4         5         7         1         3         1         1         3         9         6         2         6         8         9         3         5         
Vardas452           Pavarde452          7         5         10        3         5         5         8         9         1         10        10        4         5         8         1         5         
Vardas453           Pavarde453          3         7         1         2         6         9         7         3         4         9         5         10        8         2         6         3         
Vardas454           Pavarde454          10        1         2         10        10        6         9         9         1         6         8         1         5         1         6         1         
Vardas455           Pavarde455          2         2         9         2         10        4         2         9         8         3         3         10        4         1         3         3         
Vardas456           Pavarde456          5         2         6         4         1         7         6         2         5         6         9         9         3         7         7         4         
Vardas457           Pavarde457          1         6         9         9         8         5         10        7         10        9         6         9         3         10        7         3         
Vardas458           Pavarde458          7         1         10        9         9         3         9         10        5         7         4         3         10        5         5         1         
Vardas459           Pavarde459          4         10        8         7         10        9         4         1         2         10        3         1         3         2         6         4         
Vardas460           Pavarde460          1         10        7         10        6         10        10        5         10        4         3         8         8         1         3         10        
Vardas461           Pavarde461          5         1         4         8         4         6         2         10        5         4         4         5         2         8         9         1         
